"","V1","V2","V3","V4","V5"
"1928","NC",37,75,"Graham County","H1"
"1929","NC",37,77,"Granville County","H1"
"1930","NC",37,79,"Greene County","H1"
"1931","NC",37,81,"Guilford County","H1"
"1932","NC",37,83,"Halifax County","H1"
"1933","NC",37,85,"Harnett County","H1"
"1934","NC",37,87,"Haywood County","H1"
"1935","NC",37,89,"Henderson County","H1"
"1936","NC",37,91,"Hertford County","H1"
"1937","NC",37,93,"Hoke County","H1"
"1938","NC",37,95,"Hyde County","H1"
"1939","NC",37,97,"Iredell County","H1"
"1940","NC",37,99,"Jackson County","H1"
"1941","NC",37,101,"Johnston County","H1"
"1942","NC",37,103,"Jones County","H1"
"1943","NC",37,105,"Lee County","H1"
"1944","NC",37,107,"Lenoir County","H1"
"1945","NC",37,109,"Lincoln County","H1"
"1946","NC",37,111,"McDowell County","H1"
"1947","NC",37,113,"Macon County","H1"
"1948","NC",37,115,"Madison County","H1"
"1949","NC",37,117,"Martin County","H1"
"1950","NC",37,119,"Mecklenburg County","H1"
"1951","NC",37,121,"Mitchell County","H1"
"1952","NC",37,123,"Montgomery County","H1"
"1953","NC",37,125,"Moore County","H1"
"1954","NC",37,127,"Nash County","H1"
"1955","NC",37,129,"New Hanover County","H1"
"1956","NC",37,131,"Northampton County","H1"
"1957","NC",37,133,"Onslow County","H1"
"1958","NC",37,135,"Orange County","H1"
"1959","NC",37,137,"Pamlico County","H1"
"1960","NC",37,139,"Pasquotank County","H1"
"1961","NC",37,141,"Pender County","H1"
"1962","NC",37,143,"Perquimans County","H1"
"1963","NC",37,145,"Person County","H1"
"1964","NC",37,147,"Pitt County","H1"
"1965","NC",37,149,"Polk County","H1"
"1966","NC",37,151,"Randolph County","H1"
"1967","NC",37,153,"Richmond County","H1"
"1968","NC",37,155,"Robeson County","H1"
"1969","NC",37,157,"Rockingham County","H1"
"1970","NC",37,159,"Rowan County","H1"
"1971","NC",37,161,"Rutherford County","H1"
"1972","NC",37,163,"Sampson County","H1"
"1973","NC",37,165,"Scotland County","H1"
"1974","NC",37,167,"Stanly County","H1"
"1975","NC",37,169,"Stokes County","H1"
"1976","NC",37,171,"Surry County","H1"
"1977","NC",37,173,"Swain County","H1"
"1978","NC",37,175,"Transylvania County","H1"
"1979","NC",37,177,"Tyrrell County","H1"
"1980","NC",37,179,"Union County","H1"
"1981","NC",37,181,"Vance County","H1"
"1982","NC",37,183,"Wake County","H1"
"1983","NC",37,185,"Warren County","H1"
"1984","NC",37,187,"Washington County","H1"
"1985","NC",37,189,"Watauga County","H1"
"1986","NC",37,191,"Wayne County","H1"
"1987","NC",37,193,"Wilkes County","H1"
"1988","NC",37,195,"Wilson County","H1"
"1989","NC",37,197,"Yadkin County","H1"
"1990","NC",37,199,"Yancey County","H1"
"1991","ND",38,1,"Adams County","H1"
"1992","ND",38,3,"Barnes County","H1"
"1993","ND",38,5,"Benson County","H1"
"1994","ND",38,7,"Billings County","H1"
"1995","ND",38,9,"Bottineau County","H1"
"1996","ND",38,11,"Bowman County","H1"
"1997","ND",38,13,"Burke County","H1"
"1998","ND",38,15,"Burleigh County","H1"
"1999","ND",38,17,"Cass County","H1"
"2000","ND",38,19,"Cavalier County","H1"
"2001","ND",38,21,"Dickey County","H1"
"2002","ND",38,23,"Divide County","H1"
"2003","ND",38,25,"Dunn County","H1"
"2004","ND",38,27,"Eddy County","H1"
"2005","ND",38,29,"Emmons County","H1"
"2006","ND",38,31,"Foster County","H1"
"2007","ND",38,33,"Golden Valley County","H1"
"2008","ND",38,35,"Grand Forks County","H1"
"2009","ND",38,37,"Grant County","H1"
"2010","ND",38,39,"Griggs County","H1"
"2011","ND",38,41,"Hettinger County","H1"
"2012","ND",38,43,"Kidder County","H1"
"2013","ND",38,45,"LaMoure County","H1"
"2014","ND",38,47,"Logan County","H1"
"2015","ND",38,49,"McHenry County","H1"
"2016","ND",38,51,"McIntosh County","H1"
"2017","ND",38,53,"McKenzie County","H1"
"2018","ND",38,55,"McLean County","H1"
"2019","ND",38,57,"Mercer County","H1"
"2020","ND",38,59,"Morton County","H1"
"2021","ND",38,61,"Mountrail County","H1"
"2022","ND",38,63,"Nelson County","H1"
"2023","ND",38,65,"Oliver County","H1"
"2024","ND",38,67,"Pembina County","H1"
"2025","ND",38,69,"Pierce County","H1"
"2026","ND",38,71,"Ramsey County","H1"
"2027","ND",38,73,"Ransom County","H1"
"2028","ND",38,75,"Renville County","H1"
"2029","ND",38,77,"Richland County","H1"
"2030","ND",38,79,"Rolette County","H1"
"2031","ND",38,81,"Sargent County","H1"
"2032","ND",38,83,"Sheridan County","H1"
"2033","ND",38,85,"Sioux County","H1"
"2034","ND",38,87,"Slope County","H1"
"2035","ND",38,89,"Stark County","H1"
"2036","ND",38,91,"Steele County","H1"
"2037","ND",38,93,"Stutsman County","H1"
"2038","ND",38,95,"Towner County","H1"
"2039","ND",38,97,"Traill County","H1"
"2040","ND",38,99,"Walsh County","H1"
"2041","ND",38,101,"Ward County","H1"
"2042","ND",38,103,"Wells County","H1"
"2043","ND",38,105,"Williams County","H1"
"2044","OH",39,1,"Adams County","H1"
"2045","OH",39,3,"Allen County","H1"
"2046","OH",39,5,"Ashland County","H1"
"2047","OH",39,7,"Ashtabula County","H1"
"2048","OH",39,9,"Athens County","H1"
"2049","OH",39,11,"Auglaize County","H1"
"2050","OH",39,13,"Belmont County","H1"
"2051","OH",39,15,"Brown County","H1"
"2052","OH",39,17,"Butler County","H1"
"2053","OH",39,19,"Carroll County","H1"
"2054","OH",39,21,"Champaign County","H1"
"2055","OH",39,23,"Clark County","H1"
"2056","OH",39,25,"Clermont County","H1"
"2057","OH",39,27,"Clinton County","H1"
"2058","OH",39,29,"Columbiana County","H1"
"2059","OH",39,31,"Coshocton County","H1"
"2060","OH",39,33,"Crawford County","H1"
"2061","OH",39,35,"Cuyahoga County","H1"
"2062","OH",39,37,"Darke County","H1"
"2063","OH",39,39,"Defiance County","H1"
"2064","OH",39,41,"Delaware County","H1"
"2065","OH",39,43,"Erie County","H1"
"2066","OH",39,45,"Fairfield County","H1"
"2067","OH",39,47,"Fayette County","H1"
"2068","OH",39,49,"Franklin County","H1"
"2069","OH",39,51,"Fulton County","H1"
"2070","OH",39,53,"Gallia County","H1"
"2071","OH",39,55,"Geauga County","H1"
"2072","OH",39,57,"Greene County","H1"
"2073","OH",39,59,"Guernsey County","H1"
"2074","OH",39,61,"Hamilton County","H1"
"2075","OH",39,63,"Hancock County","H1"
"2076","OH",39,65,"Hardin County","H1"
"2077","OH",39,67,"Harrison County","H1"
"2078","OH",39,69,"Henry County","H1"
"2079","OH",39,71,"Highland County","H1"
"2080","OH",39,73,"Hocking County","H1"
"2081","OH",39,75,"Holmes County","H1"
"2082","OH",39,77,"Huron County","H1"
"2083","OH",39,79,"Jackson County","H1"
"2084","OH",39,81,"Jefferson County","H1"
"2085","OH",39,83,"Knox County","H1"
"2086","OH",39,85,"Lake County","H1"
"2087","OH",39,87,"Lawrence County","H1"
"2088","OH",39,89,"Licking County","H1"
"2089","OH",39,91,"Logan County","H1"
"2090","OH",39,93,"Lorain County","H1"
"2091","OH",39,95,"Lucas County","H1"
"2092","OH",39,97,"Madison County","H1"
"2093","OH",39,99,"Mahoning County","H1"
"2094","OH",39,101,"Marion County","H1"
"2095","OH",39,103,"Medina County","H1"
"2096","OH",39,105,"Meigs County","H1"
"2097","OH",39,107,"Mercer County","H1"
"2098","OH",39,109,"Miami County","H1"
"2099","OH",39,111,"Monroe County","H1"
"2100","OH",39,113,"Montgomery County","H1"
"2101","OH",39,115,"Morgan County","H1"
"2102","OH",39,117,"Morrow County","H1"
"2103","OH",39,119,"Muskingum County","H1"
"2104","OH",39,121,"Noble County","H1"
"2105","OH",39,123,"Ottawa County","H1"
"2106","OH",39,125,"Paulding County","H1"
"2107","OH",39,127,"Perry County","H1"
"2108","OH",39,129,"Pickaway County","H1"
"2109","OH",39,131,"Pike County","H1"
"2110","OH",39,133,"Portage County","H1"
"2111","OH",39,135,"Preble County","H1"
"2112","OH",39,137,"Putnam County","H1"
"2113","OH",39,139,"Richland County","H1"
"2114","OH",39,141,"Ross County","H1"
"2115","OH",39,143,"Sandusky County","H1"
"2116","OH",39,145,"Scioto County","H1"
"2117","OH",39,147,"Seneca County","H1"
"2118","OH",39,149,"Shelby County","H1"
"2119","OH",39,151,"Stark County","H1"
"2120","OH",39,153,"Summit County","H1"
"2121","OH",39,155,"Trumbull County","H1"
"2122","OH",39,157,"Tuscarawas County","H1"
"2123","OH",39,159,"Union County","H1"
"2124","OH",39,161,"Van Wert County","H1"
"2125","OH",39,163,"Vinton County","H1"
"2126","OH",39,165,"Warren County","H1"
"2127","OH",39,167,"Washington County","H1"
"2128","OH",39,169,"Wayne County","H1"
"2129","OH",39,171,"Williams County","H1"
"2130","OH",39,173,"Wood County","H1"
"2131","OH",39,175,"Wyandot County","H1"
"2132","OK",40,1,"Adair County","H1"
"2133","OK",40,3,"Alfalfa County","H1"
"2134","OK",40,5,"Atoka County","H1"
"2135","OK",40,7,"Beaver County","H1"
"2136","OK",40,9,"Beckham County","H1"
"2137","OK",40,11,"Blaine County","H1"
"2138","OK",40,13,"Bryan County","H1"
"2139","OK",40,15,"Caddo County","H1"
"2140","OK",40,17,"Canadian County","H1"
"2141","OK",40,19,"Carter County","H1"
"2142","OK",40,21,"Cherokee County","H1"
"2143","OK",40,23,"Choctaw County","H1"
"2144","OK",40,25,"Cimarron County","H1"
"2145","OK",40,27,"Cleveland County","H1"
"2146","OK",40,29,"Coal County","H1"
"2147","OK",40,31,"Comanche County","H1"
"2148","OK",40,33,"Cotton County","H1"
"2149","OK",40,35,"Craig County","H1"
"2150","OK",40,37,"Creek County","H1"
"2151","OK",40,39,"Custer County","H1"
"2152","OK",40,41,"Delaware County","H1"
"2153","OK",40,43,"Dewey County","H1"
"2154","OK",40,45,"Ellis County","H1"
"2155","OK",40,47,"Garfield County","H1"
"2156","OK",40,49,"Garvin County","H1"
"2157","OK",40,51,"Grady County","H1"
"2158","OK",40,53,"Grant County","H1"
"2159","OK",40,55,"Greer County","H1"
"2160","OK",40,57,"Harmon County","H1"
"2161","OK",40,59,"Harper County","H1"
"2162","OK",40,61,"Haskell County","H1"
"2163","OK",40,63,"Hughes County","H1"
"2164","OK",40,65,"Jackson County","H1"
"2165","OK",40,67,"Jefferson County","H1"
"2166","OK",40,69,"Johnston County","H1"
"2167","OK",40,71,"Kay County","H1"
"2168","OK",40,73,"Kingfisher County","H1"
"2169","OK",40,75,"Kiowa County","H1"
"2170","OK",40,77,"Latimer County","H1"
"2171","OK",40,79,"Le Flore County","H1"
"2172","OK",40,81,"Lincoln County","H1"
"2173","OK",40,83,"Logan County","H1"
"2174","OK",40,85,"Love County","H1"
"2175","OK",40,87,"McClain County","H1"
"2176","OK",40,89,"McCurtain County","H1"
"2177","OK",40,91,"McIntosh County","H1"
"2178","OK",40,93,"Major County","H1"
"2179","OK",40,95,"Marshall County","H1"
"2180","OK",40,97,"Mayes County","H1"
"2181","OK",40,99,"Murray County","H1"
"2182","OK",40,101,"Muskogee County","H1"
"2183","OK",40,103,"Noble County","H1"
"2184","OK",40,105,"Nowata County","H1"
"2185","OK",40,107,"Okfuskee County","H1"
"2186","OK",40,109,"Oklahoma County","H1"
"2187","OK",40,111,"Okmulgee County","H1"
"2188","OK",40,113,"Osage County","H1"
"2189","OK",40,115,"Ottawa County","H1"
"2190","OK",40,117,"Pawnee County","H1"
"2191","OK",40,119,"Payne County","H1"
"2192","OK",40,121,"Pittsburg County","H1"
"2193","OK",40,123,"Pontotoc County","H1"
"2194","OK",40,125,"Pottawatomie County","H1"
"2195","OK",40,127,"Pushmataha County","H1"
"2196","OK",40,129,"Roger Mills County","H1"
"2197","OK",40,131,"Rogers County","H1"
"2198","OK",40,133,"Seminole County","H1"
"2199","OK",40,135,"Sequoyah County","H1"
"2200","OK",40,137,"Stephens County","H1"
"2201","OK",40,139,"Texas County","H1"
"2202","OK",40,141,"Tillman County","H1"
"2203","OK",40,143,"Tulsa County","H1"
"2204","OK",40,145,"Wagoner County","H1"
"2205","OK",40,147,"Washington County","H1"
"2206","OK",40,149,"Washita County","H1"
"2207","OK",40,151,"Woods County","H1"
"2208","OK",40,153,"Woodward County","H1"
"2209","OR",41,1,"Baker County","H1"
"2210","OR",41,3,"Benton County","H1"
"2211","OR",41,5,"Clackamas County","H1"
"2212","OR",41,7,"Clatsop County","H1"
"2213","OR",41,9,"Columbia County","H1"
"2214","OR",41,11,"Coos County","H1"
"2215","OR",41,13,"Crook County","H1"
"2216","OR",41,15,"Curry County","H1"
"2217","OR",41,17,"Deschutes County","H1"
"2218","OR",41,19,"Douglas County","H1"
"2219","OR",41,21,"Gilliam County","H1"
"2220","OR",41,23,"Grant County","H1"
"2221","OR",41,25,"Harney County","H1"
"2222","OR",41,27,"Hood River County","H1"
"2223","OR",41,29,"Jackson County","H1"
"2224","OR",41,31,"Jefferson County","H1"
"2225","OR",41,33,"Josephine County","H1"
"2226","OR",41,35,"Klamath County","H1"
"2227","OR",41,37,"Lake County","H1"
"2228","OR",41,39,"Lane County","H1"
"2229","OR",41,41,"Lincoln County","H1"
"2230","OR",41,43,"Linn County","H1"
"2231","OR",41,45,"Malheur County","H1"
"2232","OR",41,47,"Marion County","H1"
"2233","OR",41,49,"Morrow County","H1"
"2234","OR",41,51,"Multnomah County","H1"
"2235","OR",41,53,"Polk County","H1"
"2236","OR",41,55,"Sherman County","H1"
"2237","OR",41,57,"Tillamook County","H1"
"2238","OR",41,59,"Umatilla County","H1"
"2239","OR",41,61,"Union County","H1"
"2240","OR",41,63,"Wallowa County","H1"
"2241","OR",41,65,"Wasco County","H1"
"2242","OR",41,67,"Washington County","H1"
"2243","OR",41,69,"Wheeler County","H1"
"2244","OR",41,71,"Yamhill County","H1"
"2245","PA",42,1,"Adams County","H1"
"2246","PA",42,3,"Allegheny County","H1"
"2247","PA",42,5,"Armstrong County","H1"
"2248","PA",42,7,"Beaver County","H1"
"2249","PA",42,9,"Bedford County","H1"
"2250","PA",42,11,"Berks County","H1"
"2251","PA",42,13,"Blair County","H1"
"2252","PA",42,15,"Bradford County","H1"
"2253","PA",42,17,"Bucks County","H1"
"2254","PA",42,19,"Butler County","H1"
"2255","PA",42,21,"Cambria County","H1"
"2256","PA",42,23,"Cameron County","H1"
"2257","PA",42,25,"Carbon County","H1"
"2258","PA",42,27,"Centre County","H1"
"2259","PA",42,29,"Chester County","H1"
"2260","PA",42,31,"Clarion County","H1"
"2261","PA",42,33,"Clearfield County","H1"
"2262","PA",42,35,"Clinton County","H1"
"2263","PA",42,37,"Columbia County","H1"
"2264","PA",42,39,"Crawford County","H1"
"2265","PA",42,41,"Cumberland County","H1"
"2266","PA",42,43,"Dauphin County","H1"
"2267","PA",42,45,"Delaware County","H1"
"2268","PA",42,47,"Elk County","H1"
"2269","PA",42,49,"Erie County","H1"
"2270","PA",42,51,"Fayette County","H1"
"2271","PA",42,53,"Forest County","H1"
"2272","PA",42,55,"Franklin County","H1"
"2273","PA",42,57,"Fulton County","H1"
"2274","PA",42,59,"Greene County","H1"
"2275","PA",42,61,"Huntingdon County","H1"
"2276","PA",42,63,"Indiana County","H1"
"2277","PA",42,65,"Jefferson County","H1"
"2278","PA",42,67,"Juniata County","H1"
"2279","PA",42,69,"Lackawanna County","H1"
"2280","PA",42,71,"Lancaster County","H1"
"2281","PA",42,73,"Lawrence County","H1"
"2282","PA",42,75,"Lebanon County","H1"
"2283","PA",42,77,"Lehigh County","H1"
"2284","PA",42,79,"Luzerne County","H1"
"2285","PA",42,81,"Lycoming County","H1"
"2286","PA",42,83,"McKean County","H1"
"2287","PA",42,85,"Mercer County","H1"
"2288","PA",42,87,"Mifflin County","H1"
"2289","PA",42,89,"Monroe County","H1"
"2290","PA",42,91,"Montgomery County","H1"
"2291","PA",42,93,"Montour County","H1"
"2292","PA",42,95,"Northampton County","H1"
"2293","PA",42,97,"Northumberland County","H1"
"2294","PA",42,99,"Perry County","H1"
"2295","PA",42,101,"Philadelphia County","H6"
"2296","PA",42,103,"Pike County","H1"
"2297","PA",42,105,"Potter County","H1"
"2298","PA",42,107,"Schuylkill County","H1"
"2299","PA",42,109,"Snyder County","H1"
"2300","PA",42,111,"Somerset County","H1"
"2301","PA",42,113,"Sullivan County","H1"
"2302","PA",42,115,"Susquehanna County","H1"
"2303","PA",42,117,"Tioga County","H1"
"2304","PA",42,119,"Union County","H1"
"2305","PA",42,121,"Venango County","H1"
"2306","PA",42,123,"Warren County","H1"
"2307","PA",42,125,"Washington County","H1"
"2308","PA",42,127,"Wayne County","H1"
"2309","PA",42,129,"Westmoreland County","H1"
"2310","PA",42,131,"Wyoming County","H1"
"2311","PA",42,133,"York County","H1"
"2312","RI",44,1,"Bristol County","H4"
"2313","RI",44,3,"Kent County","H4"
"2314","RI",44,5,"Newport County","H4"
"2315","RI",44,7,"Providence County","H4"
"2316","RI",44,9,"Washington County","H4"
"2317","SC",45,1,"Abbeville County","H1"
"2318","SC",45,3,"Aiken County","H1"
"2319","SC",45,5,"Allendale County","H1"
"2320","SC",45,7,"Anderson County","H1"
"2321","SC",45,9,"Bamberg County","H1"
"2322","SC",45,11,"Barnwell County","H1"
"2323","SC",45,13,"Beaufort County","H1"
"2324","SC",45,15,"Berkeley County","H1"
"2325","SC",45,17,"Calhoun County","H1"
"2326","SC",45,19,"Charleston County","H1"
"2327","SC",45,21,"Cherokee County","H1"
"2328","SC",45,23,"Chester County","H1"
"2329","SC",45,25,"Chesterfield County","H1"
"2330","SC",45,27,"Clarendon County","H1"
"2331","SC",45,29,"Colleton County","H1"
"2332","SC",45,31,"Darlington County","H1"
"2333","SC",45,33,"Dillon County","H1"
"2334","SC",45,35,"Dorchester County","H1"
"2335","SC",45,37,"Edgefield County","H1"
"2336","SC",45,39,"Fairfield County","H1"
"2337","SC",45,41,"Florence County","H1"
"2338","SC",45,43,"Georgetown County","H1"
"2339","SC",45,45,"Greenville County","H1"
"2340","SC",45,47,"Greenwood County","H1"
"2341","SC",45,49,"Hampton County","H1"
"2342","SC",45,51,"Horry County","H1"
"2343","SC",45,53,"Jasper County","H1"
"2344","SC",45,55,"Kershaw County","H1"
"2345","SC",45,57,"Lancaster County","H1"
"2346","SC",45,59,"Laurens County","H1"
"2347","SC",45,61,"Lee County","H1"
"2348","SC",45,63,"Lexington County","H1"
"2349","SC",45,65,"McCormick County","H1"
"2350","SC",45,67,"Marion County","H1"
"2351","SC",45,69,"Marlboro County","H1"
"2352","SC",45,71,"Newberry County","H1"
"2353","SC",45,73,"Oconee County","H1"
"2354","SC",45,75,"Orangeburg County","H1"
"2355","SC",45,77,"Pickens County","H1"
"2356","SC",45,79,"Richland County","H1"
"2357","SC",45,81,"Saluda County","H1"
"2358","SC",45,83,"Spartanburg County","H1"
"2359","SC",45,85,"Sumter County","H1"
"2360","SC",45,87,"Union County","H1"
"2361","SC",45,89,"Williamsburg County","H1"
"2362","SC",45,91,"York County","H1"
"2363","SD",46,3,"Aurora County","H1"
"2364","SD",46,5,"Beadle County","H1"
"2365","SD",46,7,"Bennett County","H1"
"2366","SD",46,9,"Bon Homme County","H1"
"2367","SD",46,11,"Brookings County","H1"
"2368","SD",46,13,"Brown County","H1"
"2369","SD",46,15,"Brule County","H1"
"2370","SD",46,17,"Buffalo County","H1"
"2371","SD",46,19,"Butte County","H1"
"2372","SD",46,21,"Campbell County","H1"
"2373","SD",46,23,"Charles Mix County","H1"
"2374","SD",46,25,"Clark County","H1"
"2375","SD",46,27,"Clay County","H1"
"2376","SD",46,29,"Codington County","H1"
"2377","SD",46,31,"Corson County","H1"
"2378","SD",46,33,"Custer County","H1"
"2379","SD",46,35,"Davison County","H1"
"2380","SD",46,37,"Day County","H1"
"2381","SD",46,39,"Deuel County","H1"
"2382","SD",46,41,"Dewey County","H1"
"2383","SD",46,43,"Douglas County","H1"
"2384","SD",46,45,"Edmunds County","H1"
"2385","SD",46,47,"Fall River County","H1"
"2386","SD",46,49,"Faulk County","H1"
"2387","SD",46,51,"Grant County","H1"
"2388","SD",46,53,"Gregory County","H1"
"2389","SD",46,55,"Haakon County","H1"
"2390","SD",46,57,"Hamlin County","H1"
"2391","SD",46,59,"Hand County","H1"
"2392","SD",46,61,"Hanson County","H1"
"2393","SD",46,63,"Harding County","H1"
"2394","SD",46,65,"Hughes County","H1"
"2395","SD",46,67,"Hutchinson County","H1"
"2396","SD",46,69,"Hyde County","H1"
"2397","SD",46,71,"Jackson County","H1"
"2398","SD",46,73,"Jerauld County","H1"
"2399","SD",46,75,"Jones County","H1"
"2400","SD",46,77,"Kingsbury County","H1"
"2401","SD",46,79,"Lake County","H1"
"2402","SD",46,81,"Lawrence County","H1"
"2403","SD",46,83,"Lincoln County","H1"
"2404","SD",46,85,"Lyman County","H1"
"2405","SD",46,87,"McCook County","H1"
"2406","SD",46,89,"McPherson County","H1"
"2407","SD",46,91,"Marshall County","H1"
"2408","SD",46,93,"Meade County","H1"
"2409","SD",46,95,"Mellette County","H1"
"2410","SD",46,97,"Miner County","H1"
"2411","SD",46,99,"Minnehaha County","H1"
"2412","SD",46,101,"Moody County","H1"
"2413","SD",46,103,"Pennington County","H1"
"2414","SD",46,105,"Perkins County","H1"
"2415","SD",46,107,"Potter County","H1"
"2416","SD",46,109,"Roberts County","H1"
"2417","SD",46,111,"Sanborn County","H1"
"2418","SD",46,113,"Shannon County","H1"
"2419","SD",46,115,"Spink County","H1"
"2420","SD",46,117,"Stanley County","H1"
"2421","SD",46,119,"Sully County","H1"
"2422","SD",46,121,"Todd County","H1"
"2423","SD",46,123,"Tripp County","H1"
"2424","SD",46,125,"Turner County","H1"
"2425","SD",46,127,"Union County","H1"
"2426","SD",46,129,"Walworth County","H1"
"2427","SD",46,135,"Yankton County","H1"
"2428","SD",46,137,"Ziebach County","H1"
"2429","TN",47,1,"Anderson County","H1"
"2430","TN",47,3,"Bedford County","H1"
"2431","TN",47,5,"Benton County","H1"
"2432","TN",47,7,"Bledsoe County","H1"
"2433","TN",47,9,"Blount County","H1"
"2434","TN",47,11,"Bradley County","H1"
"2435","TN",47,13,"Campbell County","H1"
"2436","TN",47,15,"Cannon County","H1"
"2437","TN",47,17,"Carroll County","H1"
"2438","TN",47,19,"Carter County","H1"
"2439","TN",47,21,"Cheatham County","H1"
"2440","TN",47,23,"Chester County","H1"
"2441","TN",47,25,"Claiborne County","H1"
"2442","TN",47,27,"Clay County","H1"
"2443","TN",47,29,"Cocke County","H1"
"2444","TN",47,31,"Coffee County","H1"
"2445","TN",47,33,"Crockett County","H1"
"2446","TN",47,35,"Cumberland County","H1"
"2447","TN",47,37,"Davidson County","H6"
"2448","TN",47,39,"Decatur County","H1"
"2449","TN",47,41,"DeKalb County","H1"
"2450","TN",47,43,"Dickson County","H1"
"2451","TN",47,45,"Dyer County","H1"
"2452","TN",47,47,"Fayette County","H1"
"2453","TN",47,49,"Fentress County","H1"
"2454","TN",47,51,"Franklin County","H1"
"2455","TN",47,53,"Gibson County","H1"
"2456","TN",47,55,"Giles County","H1"
"2457","TN",47,57,"Grainger County","H1"
"2458","TN",47,59,"Greene County","H1"
"2459","TN",47,61,"Grundy County","H1"
"2460","TN",47,63,"Hamblen County","H1"
"2461","TN",47,65,"Hamilton County","H1"
"2462","TN",47,67,"Hancock County","H1"
"2463","TN",47,69,"Hardeman County","H1"
"2464","TN",47,71,"Hardin County","H1"
"2465","TN",47,73,"Hawkins County","H1"
"2466","TN",47,75,"Haywood County","H1"
"2467","TN",47,77,"Henderson County","H1"
"2468","TN",47,79,"Henry County","H1"
"2469","TN",47,81,"Hickman County","H1"
"2470","TN",47,83,"Houston County","H1"
"2471","TN",47,85,"Humphreys County","H1"
"2472","TN",47,87,"Jackson County","H1"
"2473","TN",47,89,"Jefferson County","H1"
"2474","TN",47,91,"Johnson County","H1"
"2475","TN",47,93,"Knox County","H1"
"2476","TN",47,95,"Lake County","H1"
"2477","TN",47,97,"Lauderdale County","H1"
"2478","TN",47,99,"Lawrence County","H1"
"2479","TN",47,101,"Lewis County","H1"
"2480","TN",47,103,"Lincoln County","H1"
"2481","TN",47,105,"Loudon County","H1"
"2482","TN",47,107,"McMinn County","H1"
"2483","TN",47,109,"McNairy County","H1"
"2484","TN",47,111,"Macon County","H1"
"2485","TN",47,113,"Madison County","H1"
"2486","TN",47,115,"Marion County","H1"
"2487","TN",47,117,"Marshall County","H1"
"2488","TN",47,119,"Maury County","H1"
"2489","TN",47,121,"Meigs County","H1"
"2490","TN",47,123,"Monroe County","H1"
"2491","TN",47,125,"Montgomery County","H1"
"2492","TN",47,127,"Moore County","H6"
"2493","TN",47,129,"Morgan County","H1"
"2494","TN",47,131,"Obion County","H1"
"2495","TN",47,133,"Overton County","H1"
"2496","TN",47,135,"Perry County","H1"
"2497","TN",47,137,"Pickett County","H1"
"2498","TN",47,139,"Polk County","H1"
"2499","TN",47,141,"Putnam County","H1"
"2500","TN",47,143,"Rhea County","H1"
"2501","TN",47,145,"Roane County","H1"
"2502","TN",47,147,"Robertson County","H1"
"2503","TN",47,149,"Rutherford County","H1"
"2504","TN",47,151,"Scott County","H1"
"2505","TN",47,153,"Sequatchie County","H1"
"2506","TN",47,155,"Sevier County","H1"
"2507","TN",47,157,"Shelby County","H1"
"2508","TN",47,159,"Smith County","H1"
"2509","TN",47,161,"Stewart County","H1"
"2510","TN",47,163,"Sullivan County","H1"
"2511","TN",47,165,"Sumner County","H1"
"2512","TN",47,167,"Tipton County","H1"
"2513","TN",47,169,"Trousdale County","H6"
"2514","TN",47,171,"Unicoi County","H1"
"2515","TN",47,173,"Union County","H1"
"2516","TN",47,175,"Van Buren County","H1"
"2517","TN",47,177,"Warren County","H1"
"2518","TN",47,179,"Washington County","H1"
"2519","TN",47,181,"Wayne County","H1"
"2520","TN",47,183,"Weakley County","H1"
"2521","TN",47,185,"White County","H1"
"2522","TN",47,187,"Williamson County","H1"
"2523","TN",47,189,"Wilson County","H1"
"2524","TX",48,1,"Anderson County","H1"
"2525","TX",48,3,"Andrews County","H1"
"2526","TX",48,5,"Angelina County","H1"
"2527","TX",48,7,"Aransas County","H1"
"2528","TX",48,9,"Archer County","H1"
"2529","TX",48,11,"Armstrong County","H1"
"2530","TX",48,13,"Atascosa County","H1"
"2531","TX",48,15,"Austin County","H1"
"2532","TX",48,17,"Bailey County","H1"
"2533","TX",48,19,"Bandera County","H1"
"2534","TX",48,21,"Bastrop County","H1"
"2535","TX",48,23,"Baylor County","H1"
"2536","TX",48,25,"Bee County","H1"
"2537","TX",48,27,"Bell County","H1"
"2538","TX",48,29,"Bexar County","H1"
"2539","TX",48,31,"Blanco County","H1"
"2540","TX",48,33,"Borden County","H1"
"2541","TX",48,35,"Bosque County","H1"
"2542","TX",48,37,"Bowie County","H1"
"2543","TX",48,39,"Brazoria County","H1"
"2544","TX",48,41,"Brazos County","H1"
"2545","TX",48,43,"Brewster County","H1"
"2546","TX",48,45,"Briscoe County","H1"
"2547","TX",48,47,"Brooks County","H1"
"2548","TX",48,49,"Brown County","H1"
"2549","TX",48,51,"Burleson County","H1"
"2550","TX",48,53,"Burnet County","H1"
"2551","TX",48,55,"Caldwell County","H1"
"2552","TX",48,57,"Calhoun County","H1"
"2553","TX",48,59,"Callahan County","H1"
"2554","TX",48,61,"Cameron County","H1"
"2555","TX",48,63,"Camp County","H1"
"2556","TX",48,65,"Carson County","H1"
"2557","TX",48,67,"Cass County","H1"
"2558","TX",48,69,"Castro County","H1"
"2559","TX",48,71,"Chambers County","H1"
"2560","TX",48,73,"Cherokee County","H1"
"2561","TX",48,75,"Childress County","H1"
"2562","TX",48,77,"Clay County","H1"
"2563","TX",48,79,"Cochran County","H1"
